,name,folder,title,warnings,mean_h,mean_s,mean_v,h1,h2,h3,h4,h5,blobs_log,blobs_dog,blobs_doh,class,time,date
21,16min.jpg,30-06-23_positive2,30-06-23_positive2\16min.jpg,,0.0810807167336702,0.9015582271388012,0.098756599564415,0.3950396825396825,0.4628571428571428,0.1249206349206349,0.0148412698412698,0.0023412698412698,0,0,0,positive,16,30-06-23
22,29min.jpg,30-06-23_positive2,30-06-23_positive2\29min.jpg,,0.1634401694502639,0.900990979646617,0.0872681264165579,0.6649206349206349,0.2883730158730159,0.0398809523809523,0.0064285714285714,0.0003968253968253,0,0,0,positive,29,30-06-23
23,26min.jpg,30-06-23_positive2,30-06-23_positive2\26min.jpg,,0.1358757757130278,0.9008965825835096,0.0997677180297581,0.4777380952380952,0.3821031746031746,0.1239285714285714,0.0147222222222222,0.0015079365079365,0,0,0,positive,26,30-06-23
24,23min.jpg,30-06-23_positive2,30-06-23_positive2\23min.jpg,,0.1224190438895286,0.9023311147521558,0.095335220421876,0.6555952380952381,0.2823809523809524,0.0558333333333333,0.0058730158730158,0.0003174603174603,0,0,0,positive,23,30-06-23
25,6min.jpg,30-06-23_positive2,30-06-23_positive2\6min.jpg,flare,0.0952569815218361,0.9055059573438898,0.0942207130550989,0.344484126984127,0.4547619047619047,0.1666666666666666,0.031547619047619,0.0025396825396825,0,0,0,positive,6,30-06-23
26,84min.jpg,30-06-23_positive2,30-06-23_positive2\84min.jpg,,0.2050858933979712,0.89820815178265,0.1009999258915798,0.6767063492063492,0.2322619047619047,0.0771825396825396,0.0126587301587301,0.0011904761904761,0,0,0,positive,84,30-06-23
27,45min.jpg,30-06-23_positive2,30-06-23_positive2\45min.jpg,,0.0995751842671972,0.9020975842000004,0.0975863503713604,0.5972222222222222,0.2547619047619047,0.117063492063492,0.0290079365079365,0.0019444444444444,0,0,0,positive,45,30-06-23
28,96min.jpg,30-06-23_positive2,30-06-23_positive2\96min.jpg,,0.2086813323938638,0.8944596649025276,0.1414620748440372,0.641468253968254,0.2292460317460317,0.1002777777777777,0.0245238095238095,0.0044841269841269,0,0,0,positive,96,30-06-23
29,60min.jpg,30-06-23_positive2,30-06-23_positive2\60min.jpg,,0.1229294473868605,0.8872925586554944,0.0884681760178787,0.5578174603174603,0.2683730158730159,0.1413492063492063,0.0305555555555555,0.0019047619047619,0,0,0,positive,60,30-06-23
30,108min.jpg,30-06-23_positive2,30-06-23_positive2\108min.jpg,,0.1735994669969645,0.8868709836596013,0.1505917770307127,0.6397619047619048,0.2394444444444444,0.0979365079365079,0.0196825396825396,0.0031746031746031,0,0,0,positive,108,30-06-23
31,48min.jpg,30-06-23_positive2,30-06-23_positive2\48min.jpg,,0.1446983332730183,0.893859651683747,0.0970660785797133,0.6043650793650793,0.2176984126984127,0.1367857142857143,0.0363492063492063,0.0048015873015873,0,0,0,positive,48,30-06-23
32,36min.jpg,30-06-23_positive2,30-06-23_positive2\36min.jpg,,0.1526705037489183,0.9001304905128409,0.100111851308911,0.6429365079365079,0.2794047619047619,0.0674603174603174,0.0092063492063492,0.0009920634920634,0,0,0,positive,36,30-06-23
33,57min.jpg,30-06-23_positive2,30-06-23_positive2\57min.jpg,,0.127175446152329,0.892619507465524,0.0929024318321946,0.693968253968254,0.2703571428571428,0.0324603174603174,0.0027380952380952,0.0004761904761904,0,0,0,positive,57,30-06-23
34,39min.jpg,30-06-23_positive2,30-06-23_positive2\39min.jpg,,0.1472930085537138,0.8969681160118121,0.1012416780176929,0.5245238095238095,0.3582936507936508,0.0957936507936507,0.0192460317460317,0.0021428571428571,0,0,0,positive,39,30-06-23
35,54min.jpg,30-06-23_positive2,30-06-23_positive2\54min.jpg,,0.1277080329092746,0.9019161468993678,0.0952201803993635,0.6748809523809524,0.2471825396825396,0.0690873015873015,0.0080555555555555,0.0007936507936507,0,0,0,positive,54,30-06-23
36,42min.jpg,30-06-23_positive2,30-06-23_positive2\42min.jpg,,0.0895757521554178,0.9074574299303584,0.0987727805834506,0.5647222222222222,0.2221825396825396,0.1552380952380952,0.0463095238095238,0.011547619047619,0,0,0,positive,42,30-06-23
37,51min.jpg,30-06-23_positive2,30-06-23_positive2\51min.jpg,,0.1073510130770318,0.8971537278020357,0.0905490908476771,0.6784126984126985,0.2386111111111111,0.0730555555555555,0.0094841269841269,0.0004365079365079,0,0,0,positive,51,30-06-23
38,117min.jpg,30-06-23_positive1,30-06-23_positive1\117min.jpg,overflow,0.050345209222013,0.8553810983255569,0.5346925664908756,0.3372619047619047,0.1465873015873016,0.0861507936507936,0.0998015873015873,0.3301984126984127,15,18,11,positive,117,30-06-23
39,18min.jpg,30-06-23_positive1,30-06-23_positive1\18min.jpg,flare,0.0789988502445792,0.8902160995372597,0.2612976468675173,0.5413095238095238,0.2964285714285714,0.1225396825396825,0.0339682539682539,0.0057539682539682,0,0,0,positive,18,30-06-23
40,78min.jpg,30-06-23_positive1,30-06-23_positive1\78min.jpg,"flare, overflow",0.0529029724152143,0.8685025824920988,0.5074500356475015,0.334484126984127,0.1728968253968254,0.0927380952380952,0.1162698412698412,0.2836111111111111,8,9,3,positive,78,30-06-23
41,9min.jpg,30-06-23_positive1,30-06-23_positive1\9min.jpg,flare,0.070909958208503,0.890732929363294,0.258492056170542,0.5757936507936507,0.2907142857142857,0.1008333333333333,0.0274603174603174,0.0051984126984126,0,0,0,positive,9,30-06-23
42,87min.jpg,30-06-23_positive1,30-06-23_positive1\87min.jpg,overflow,0.052006257190803,0.8630141347628761,0.5350996207127636,0.3046428571428571,0.1832539682539682,0.0877380952380952,0.0882936507936508,0.3360714285714286,6,6,3,positive,87,30-06-23
43,84min.jpg,30-06-23_positive1,30-06-23_positive1\84min.jpg,overflow,0.0621026264762121,0.8656230943728088,0.5241937951540724,0.329563492063492,0.1733730158730158,0.0876984126984126,0.0978571428571428,0.3115079365079365,3,3,2,positive,84,30-06-23
44,81min.jpg,30-06-23_positive1,30-06-23_positive1\81min.jpg,overflow,0.0541274706195337,0.8678499252888329,0.5167927946453531,0.3261111111111111,0.1762301587301587,0.0919047619047619,0.105,0.3007539682539683,6,7,2,positive,81,30-06-23
45,96min.jpg,30-06-23_positive1,30-06-23_positive1\96min.jpg,overflow,0.0487660917126325,0.8556206675656836,0.5324471285025948,0.3131349206349206,0.1824206349206349,0.0926984126984127,0.0954761904761904,0.3162698412698412,12,13,6,positive,96,30-06-23
46,42min.jpg,30-06-23_positive1,30-06-23_positive1\42min.jpg,overflow,0.0995950556888454,0.8930704511546296,0.3080523357713157,0.5125396825396825,0.2253968253968254,0.1469047619047619,0.081031746031746,0.0341269841269841,0,0,0,positive,42,30-06-23
47,63min.jpg,30-06-23_positive1,30-06-23_positive1\63min.jpg,overflow,0.0698970115842434,0.8742455083237834,0.4858901267656044,0.3292063492063492,0.1944444444444444,0.0992063492063492,0.1170238095238095,0.2601190476190476,5,5,0,positive,63,30-06-23
48,66min.jpg,30-06-23_positive1,30-06-23_positive1\66min.jpg,overflow,0.0685753885916988,0.8723972747890012,0.4930576126162733,0.3452777777777778,0.1744047619047619,0.0976190476190476,0.1157936507936508,0.2669047619047619,6,6,0,positive,66,30-06-23
49,48min.jpg,30-06-23_positive1,30-06-23_positive1\48min.jpg,overflow,0.057680939202304,0.8802692581961075,0.5046937791897884,0.2401984126984127,0.2558730158730158,0.1287301587301587,0.1457539682539682,0.2294444444444444,2,3,1,positive,48,30-06-23
50,4min.jpg,30-06-23_positive1,30-06-23_positive1\4min.jpg,flare,0.0555320681425848,0.8914877922624194,0.2166885674392792,0.63,0.2386111111111111,0.0992857142857142,0.026547619047619,0.0055555555555555,0,0,0,positive,4,30-06-23
51,24min.jpg,30-06-23_positive1,30-06-23_positive1\24min.jpg,overflow,0.041660463037324,0.8955687620412612,0.346963442250185,0.4698809523809524,0.2404761904761904,0.1377380952380952,0.1,0.0519047619047619,0,0,0,positive,24,30-06-23
52,21min.jpg,30-06-23_positive1,30-06-23_positive1\21min.jpg,flare,0.0489403969987182,0.8944381309475464,0.2935260947989417,0.552063492063492,0.2290873015873016,0.1432539682539682,0.0617460317460317,0.0138492063492063,0,0,0,positive,21,30-06-23
53,27min.jpg,30-06-23_positive1,30-06-23_positive1\27min.jpg,"flare, overflow",0.0636218696878236,0.8954976104869005,0.3140116381868236,0.4943253968253968,0.2559126984126984,0.1438888888888889,0.0796031746031746,0.0262698412698412,0,0,0,positive,27,30-06-23
54,36min.jpg,30-06-23_positive1,30-06-23_positive1\36min.jpg,overflow,0.0754718072994882,0.8926505828179927,0.2990640180276986,0.5411507936507937,0.2134920634920634,0.1421428571428571,0.0759523809523809,0.0272619047619047,1,1,0,positive,36,30-06-23
55,30min.jpg,30-06-23_positive1,30-06-23_positive1\30min.jpg,"flare, overflow",0.0692141874966355,0.891331705542464,0.3090677150011451,0.5121428571428571,0.263015873015873,0.1308333333333333,0.0700396825396825,0.0239682539682539,0,0,0,positive,30,30-06-23
56,33min.jpg,30-06-23_positive1,30-06-23_positive1\33min.jpg,overflow,0.0713737636299976,0.895609014961907,0.297676173230721,0.5365079365079365,0.2356349206349206,0.137063492063492,0.066547619047619,0.0242460317460317,0,0,0,positive,33,30-06-23
57,93min.jpg,30-06-23_positive1,30-06-23_positive1\93min.jpg,overflow,0.0520957247930023,0.8545699752634778,0.5345839007683172,0.2983730158730158,0.1900396825396825,0.0938492063492063,0.0925396825396825,0.3251984126984127,11,12,6,positive,93,30-06-23
58,90min.jpg,30-06-23_positive1,30-06-23_positive1\90min.jpg,overflow,0.0596289926382463,0.8575626672874916,0.5273314254661974,0.2893650793650794,0.1986507936507936,0.0941269841269841,0.0990873015873015,0.3187698412698412,12,14,3,positive,90,30-06-23
59,105min.jpg,30-06-23_positive1,30-06-23_positive1\105min.jpg,overflow,0.0467496327686464,0.8565533771529633,0.5213001490374846,0.3450793650793651,0.1596031746031746,0.088015873015873,0.1028968253968254,0.3044047619047619,8,9,3,positive,105,30-06-23
60,57min.jpg,30-06-23_positive1,30-06-23_positive1\57min.jpg,overflow,0.0735127899887446,0.878864955438744,0.4757736781729376,0.3506746031746032,0.1864285714285714,0.1066666666666666,0.125079365079365,0.2311507936507936,3,4,0,positive,57,30-06-23
61,69min.jpg,30-06-23_positive1,30-06-23_positive1\69min.jpg,overflow,0.0648977225835889,0.8764014693373458,0.4787553046360172,0.3707142857142857,0.1678174603174603,0.0921825396825396,0.1114682539682539,0.2578174603174603,6,7,1,positive,69,30-06-23
62,60min.jpg,30-06-23_positive1,30-06-23_positive1\60min.jpg,overflow,0.0739503441540161,0.8776750761977593,0.4970092647016429,0.3447619047619047,0.1788095238095238,0.0943253968253968,0.1082936507936507,0.2738095238095238,3,3,1,positive,60,30-06-23
63,54min.jpg,30-06-23_positive1,30-06-23_positive1\54min.jpg,overflow,0.0487535286401636,0.8790568394850078,0.4933263918208552,0.2683333333333333,0.237063492063492,0.1239285714285714,0.1321428571428571,0.238531746031746,4,4,2,positive,54,30-06-23
64,15min.jpg,30-06-23_positive1,30-06-23_positive1\15min.jpg,flare,0.0837296841532885,0.8898226061045562,0.270624964505875,0.5307936507936508,0.2732539682539682,0.1362301587301587,0.05,0.0097222222222222,0,0,0,positive,15,30-06-23
65,114min.jpg,30-06-23_positive1,30-06-23_positive1\114min.jpg,overflow,0.0471088129282061,0.8545069270327319,0.5370472558609897,0.3149603174603174,0.1688888888888889,0.087579365079365,0.0899603174603174,0.3386111111111111,13,16,5,positive,114,30-06-23
66,108min.jpg,30-06-23_positive1,30-06-23_positive1\108min.jpg,overflow,0.0419455805378567,0.8546719248424893,0.5210597685825905,0.3372222222222222,0.1653174603174603,0.0873015873015873,0.1017063492063492,0.308452380952381,14,14,4,positive,108,30-06-23
67,120min.jpg,30-06-23_positive1,30-06-23_positive1\120min.jpg,overflow,0.0546986198207785,0.8554427481956368,0.5249145932830994,0.359047619047619,0.1379761904761904,0.0831349206349206,0.1019444444444444,0.3178968253968254,16,16,9,positive,120,30-06-23
68,102min.jpg,30-06-23_positive1,30-06-23_positive1\102min.jpg,overflow,0.0513383594592653,0.8547972214140842,0.5292061519556621,0.3423809523809524,0.1619444444444444,0.0841269841269841,0.0913888888888889,0.3201587301587301,3,7,1,positive,102,30-06-23
69,111min.jpg,30-06-23_positive1,30-06-23_positive1\111min.jpg,overflow,0.0479561574743711,0.853405740749397,0.5243601529437367,0.3102777777777777,0.182063492063492,0.0912698412698412,0.1047222222222222,0.3116666666666666,12,14,7,positive,111,30-06-23
70,99min.jpg,30-06-23_positive1,30-06-23_positive1\99min.jpg,overflow,0.0474585730131,0.85928960444853,0.5285892799010542,0.3257936507936508,0.172579365079365,0.0890079365079365,0.0949603174603174,0.3176587301587301,11,12,5,positive,99,30-06-23
71,75min.jpg,30-06-23_positive1,30-06-23_positive1\75min.jpg,overflow,0.0596050892111672,0.8750200694438475,0.4883858674837412,0.3590079365079365,0.1682539682539682,0.0919444444444444,0.1185714285714285,0.2622222222222222,5,6,4,positive,75,30-06-23
72,51min.jpg,30-06-23_positive1,30-06-23_positive1\51min.jpg,overflow,0.0508341436576241,0.8818726339677021,0.5236488932856266,0.2669047619047619,0.2159523809523809,0.1217460317460317,0.1227777777777777,0.2726190476190476,0,0,0,positive,51,30-06-23
73,45min.jpg,30-06-23_positive1,30-06-23_positive1\45min.jpg,overflow,0.0584757666291412,0.8811739453681021,0.4789876007511917,0.3296825396825397,0.2219841269841269,0.1181746031746031,0.1356746031746031,0.1944841269841269,0,0,0,positive,45,30-06-23
74,39min.jpg,30-06-23_positive1,30-06-23_positive1\39min.jpg,"flare, overflow",0.0699084673656354,0.8951619785337425,0.2921454928808739,0.5217460317460317,0.2525396825396825,0.1403968253968254,0.0632142857142857,0.0221031746031746,0,0,0,positive,39,30-06-23
75,72min.jpg,30-06-23_positive1,30-06-23_positive1\72min.jpg,overflow,0.0717701893416505,0.8736486261953309,0.476198022340747,0.353531746031746,0.1829761904761905,0.0978968253968254,0.1144047619047619,0.2511904761904762,4,4,0,positive,72,30-06-23
76,110min.jpg,29-06-23_positive2,29-06-23_positive2\110min.jpg,overflow,0.2308817608739662,0.8667314208350431,0.4228518969554935,0.444047619047619,0.110079365079365,0.085,0.1148412698412698,0.246031746031746,2,3,1,positive,110,29-06-23
77,113min.jpg,29-06-23_positive2,29-06-23_positive2\113min.jpg,overflow,0.2323754097271499,0.8678675449650713,0.4180409929865892,0.4504365079365079,0.1089285714285714,0.0828571428571428,0.1153174603174603,0.2424603174603174,5,5,1,positive,113,29-06-23
78,120min.jpg,29-06-23_positive2,29-06-23_positive2\120min.jpg,overflow,0.2362493918857924,0.8637599324073303,0.4429319033018869,0.4202777777777777,0.1148809523809523,0.0846825396825396,0.1159126984126984,0.2642460317460317,4,5,0,positive,120,29-06-23
79,13min.jpg,29-06-23_positive2,29-06-23_positive2\13min.jpg,overflow,0.158755499427649,0.8805428151684946,0.4588488790196332,0.1980555555555555,0.3986904761904762,0.2048015873015873,0.1440079365079365,0.0544444444444444,0,0,0,positive,13,29-06-23
80,116min.jpg,29-06-23_positive2,29-06-23_positive2\116min.jpg,overflow,0.2458299671419255,0.8660374444777478,0.4284551340520233,0.4411904761904762,0.1072222222222222,0.0826587301587301,0.1162698412698412,0.2526587301587301,2,3,1,positive,116,29-06-23
81,101min.jpg,29-06-23_positive2,29-06-23_positive2\101min.jpg,overflow,0.2212049169287292,0.872521476627347,0.4165136558981781,0.4384523809523809,0.1180952380952381,0.0924603174603174,0.1247222222222222,0.2262698412698412,1,1,0,positive,101,29-06-23
82,107min.jpg,29-06-23_positive2,29-06-23_positive2\107min.jpg,overflow,0.2255865216261994,0.8690009201228974,0.4183394712746637,0.4475,0.1113888888888888,0.082579365079365,0.1213888888888889,0.2371428571428571,4,4,0,positive,107,29-06-23
83,10min.jpg,29-06-23_positive2,29-06-23_positive2\10min.jpg,overflow,0.197675281843395,0.8791793019513658,0.4440031763534892,0.1859920634920635,0.4231746031746031,0.222063492063492,0.123015873015873,0.0457539682539682,0,0,0,positive,10,29-06-23
84,30min.jpg,29-06-23_positive2,29-06-23_positive2\30min.jpg,overflow,0.2565637312750596,0.8868237286115584,0.3463231911324977,0.3629365079365079,0.3311904761904762,0.1746825396825397,0.1011507936507936,0.0300396825396825,0,0,0,positive,30,29-06-23
85,27min.jpg,29-06-23_positive2,29-06-23_positive2\27min.jpg,overflow,0.256747687028121,0.8866173876314403,0.3425019921155837,0.3729761904761904,0.3361904761904762,0.1903571428571428,0.0841666666666666,0.0163095238095238,0,0,0,positive,27,29-06-23
86,33min.jpg,29-06-23_positive2,29-06-23_positive2\33min.jpg,overflow,0.2625136144885619,0.885297849805981,0.3687904909451069,0.3598809523809523,0.2846031746031746,0.1734920634920635,0.1284523809523809,0.0535714285714285,0,0,0,positive,33,29-06-23
87,21min.jpg,29-06-23_positive2,29-06-23_positive2\21min.jpg,,0.2509881641924002,0.8892632237042938,0.3054851596001997,0.4287698412698412,0.3538095238095238,0.1586111111111111,0.0519841269841269,0.0068253968253968,0,0,0,positive,21,29-06-23
88,18min.jpg,29-06-23_positive2,29-06-23_positive2\18min.jpg,overflow,0.2353681632789366,0.8883340587830623,0.3334832775578311,0.3944047619047619,0.3684126984126984,0.1688888888888889,0.0608333333333333,0.0074603174603174,0,0,0,positive,18,29-06-23
89,24min.jpg,29-06-23_positive2,29-06-23_positive2\24min.jpg,,0.2460966739425223,0.8890753275027345,0.3166100654319964,0.389484126984127,0.3646428571428571,0.1688492063492063,0.0662698412698412,0.0107539682539682,0,0,0,positive,24,29-06-23
90,60min.jpg,29-06-23_positive2,29-06-23_positive2\60min.jpg,overflow,0.2436678443556852,0.8775250193889679,0.4028270809106492,0.4168650793650794,0.1626984126984127,0.1136507936507936,0.1316666666666666,0.1751190476190476,0,0,0,positive,60,29-06-23
91,54min.jpg,29-06-23_positive2,29-06-23_positive2\54min.jpg,overflow,0.2592377189880891,0.8790352775786033,0.4032631706589266,0.3930555555555555,0.1872222222222222,0.1358333333333333,0.1462301587301587,0.1376587301587301,1,1,0,positive,54,29-06-23
92,51min.jpg,29-06-23_positive2,29-06-23_positive2\51min.jpg,overflow,0.2429570438404371,0.8817208123743168,0.4059447944157279,0.3941269841269841,0.195,0.1240873015873016,0.1354761904761904,0.1513095238095238,0,0,0,positive,51,29-06-23
93,57min.jpg,29-06-23_positive2,29-06-23_positive2\57min.jpg,overflow,0.2543241230999047,0.878149941539249,0.399580471072533,0.4194841269841269,0.168531746031746,0.1178968253968254,0.135,0.1590873015873015,0,0,0,positive,57,29-06-23
94,48min.jpg,29-06-23_positive2,29-06-23_positive2\48min.jpg,overflow,0.2262853522487649,0.8781532703312029,0.4138910447581924,0.3902777777777778,0.192579365079365,0.1261507936507936,0.1405952380952381,0.1503968253968254,0,0,0,positive,48,29-06-23
95,39min.jpg,29-06-23_positive2,29-06-23_positive2\39min.jpg,overflow,0.2268470142398541,0.8808064118866549,0.4011663771181378,0.3653571428571429,0.2364285714285714,0.1414285714285714,0.1408730158730158,0.1159126984126984,0,0,0,positive,39,29-06-23
96,104min.jpg,29-06-23_positive2,29-06-23_positive2\104min.jpg,overflow,0.23235030495393,0.868093020333528,0.4109941076774544,0.4495238095238095,0.111547619047619,0.0913888888888889,0.1194047619047619,0.2281349206349206,2,1,0,positive,104,29-06-23
97,36min.jpg,29-06-23_positive2,29-06-23_positive2\36min.jpg,overflow,0.2244513982523159,0.8842598754543317,0.389056168982217,0.3714682539682539,0.246547619047619,0.1599206349206349,0.1393650793650793,0.0826984126984127,0,0,0,positive,36,29-06-23
98,42min.jpg,29-06-23_positive2,29-06-23_positive2\42min.jpg,overflow,0.2498627220425322,0.8788875660741289,0.4127333933521231,0.3383333333333333,0.2327777777777777,0.1337301587301587,0.1553968253968254,0.1397619047619047,0,0,0,positive,42,29-06-23
99,45min.jpg,29-06-23_positive2,29-06-23_positive2\45min.jpg,overflow,0.209004114417921,0.8808537878683735,0.428862412981034,0.3536904761904761,0.2123015873015873,0.1313888888888889,0.1471825396825397,0.1554365079365079,0,0,0,positive,45,29-06-23
100,66min.jpg,29-06-23_positive2,29-06-23_positive2\66min.jpg,overflow,0.2092274728319405,0.8774472797625796,0.4132353239379558,0.4195634920634921,0.1505555555555555,0.1015079365079365,0.1343253968253968,0.194047619047619,0,0,0,positive,66,29-06-23
101,63min.jpg,29-06-23_positive2,29-06-23_positive2\63min.jpg,overflow,0.2422927330182483,0.8753375361969479,0.4138705293060069,0.4008730158730159,0.1661507936507936,0.1142063492063492,0.1411111111111111,0.1776587301587301,1,1,0,positive,63,29-06-23
102,69min.jpg,29-06-23_positive2,29-06-23_positive2\69min.jpg,overflow,0.2054923393400734,0.8784801012044889,0.4319809285692869,0.399047619047619,0.1512301587301587,0.1044047619047619,0.1307936507936508,0.2145238095238095,0,0,0,positive,69,29-06-23
103,6min.jpg,29-06-23_positive2,29-06-23_positive2\6min.jpg,overflow,0.1599012487061123,0.8817208598186287,0.4127581685762972,0.2887301587301587,0.405,0.2102380952380952,0.0783730158730158,0.0176587301587301,0,0,0,positive,6,29-06-23
104,75min.jpg,29-06-23_positive2,29-06-23_positive2\75min.jpg,overflow,0.1926714514586618,0.8733939721801257,0.4396729858000536,0.3913888888888889,0.1419444444444444,0.1077777777777777,0.1318253968253968,0.227063492063492,0,0,0,positive,75,29-06-23
105,72min.jpg,29-06-23_positive2,29-06-23_positive2\72min.jpg,overflow,0.1982109562394377,0.873378275769293,0.4347130590479063,0.3759920634920635,0.1548015873015873,0.123531746031746,0.1481746031746031,0.1975,0,0,0,positive,72,29-06-23
106,84min.jpg,29-06-23_positive2,29-06-23_positive2\84min.jpg,overflow,0.2102371836450877,0.8701944471818299,0.4053607036481306,0.4408333333333333,0.1307539682539682,0.0964285714285714,0.1239285714285714,0.2080555555555555,4,4,3,positive,84,29-06-23
107,95min.jpg,29-06-23_positive2,29-06-23_positive2\95min.jpg,overflow,0.2067037304229477,0.8701795470412004,0.4163248378774049,0.4262301587301587,0.1326190476190476,0.0953968253968254,0.1261507936507936,0.2196031746031746,3,3,0,positive,95,29-06-23
108,98min.jpg,29-06-23_positive2,29-06-23_positive2\98min.jpg,overflow,0.2190579847117649,0.8716588647717595,0.4193018217978908,0.4278571428571429,0.1251190476190476,0.0961507936507936,0.1277380952380952,0.2231349206349206,2,3,1,positive,98,29-06-23
